A,B,C,D
-64.89,-4.89,-25.65,-46.25
-92.26,-39.52,45.13,-22.44
-127.19,-50.97,-103.81,-119.94
-69.22,19.72,-69.31,-72.34
-65.08,-5.19,61.92,-0.41
-121.14,-74.84,-42.2,-81.69
-66.21,0,-90.97,-77.46
-41.19,22.24,52.32,13.07
-112.01,-47.7,16.77,-29.17
-107.08,-43.01,-98.31,-89.82
-49.21,21.79,-1.36,-18.44
-96.1,-50.38,54.61,-12.06
-155.43,-81.75,-100.95,-124.69
-63.76,-12.35,-73.76,-71.76
-64.38,-14.91,58.14,-5.77
-134.43,-59.06,-52.27,-89.1
-103.67,3.95,-97.25,-92.9
-69.34,-12.22,35.45,-5.23
-127.4,-92.39,5.98,-38.57
-120.64,-76.76,-103.83,-98.72
-48.46,-20.8,-19.9,-45.34
-53.54,-11.79,51.52,-22.59
-107.98,0.92,-89.41,-111.7
-40.8,75.67,-51.24,-61.19
-58.25,17.3,52.42,-11.3
-162.49,-133.09,-50.51,-95.28
-163.87,-121.85,-93.45,-98.39
-111.64,-36.38,44.83,5.63
-108.29,-81.14,6.02,-49.94
-122.36,-84.4,-108.16,-106.13
-58.18,49.13,-13.71,-33.43
-149.96,-4.75,41.83,-32.08
-233.76,-223.79,-96.77,-108.66
-99.29,-142.12,-51.5,-52.3
-93.6,-122.17,57.77,-6.88
-295.15,-230.19,-47.99,-78.67
-81.9,-150.3,-104.38,-81.07
-132.25,-102.7,31.88,3.65
-166.53,-1.07,-40.75,-59.53
-17.95,-90.05,-106.26,-128.44
-129.96,-236.4,-14.97,-48.8
-412.86,-66.18,43.89,-31.05
-302.1,-154.18,-112.42,-88.65
-231.53,-66.15,-89.36,-55.38
-91.81,211.82,76.48,6.41
-258.59,71.15,-43.33,-92.04
-262.88,169.9,-89.93,-60.83
-0.44,665.9,51.23,16.27
-366.97,495.56,59.5,-1.2
-256.95,508.01,-71.52,-23.91
-166.08,777.72,49.92,99.7
-114.22,707.6,109.52,162.66
-203.97,637.19,-127.56,141.99
-23.75,1005.96,2.41,246.76
-249.88,1265.63,135.51,292.37
-284.8,1384.42,69.14,171.71
-474.71,1394.45,25.68,203.42
-156.57,1537.41,194.82,261.25
-317.25,1281.21,170.59,202.37
-248.68,1698.7,-15.38,141.36
-476.53,1970.87,101.52,181.65
-374.66,1882.54,151.72,161.37
78.14,2290.44,70.16,33.87
-26.76,2314.23,56.01,53.43
-218.87,2605.01,194.64,57.35
-75.9,2698.52,126.93,-30.28
-109.34,2575.76,19.74,-37.53
229.33,2998.89,205.37,5.64
91.31,2816.87,154.59,-48.86
19.88,2799.14,26.21,-102.44
247.92,3179.51,64.03,-127.07
167.29,2993.03,180.91,-139.87
454.32,3145.35,25.62,-227.31
318.38,3347.28,50.25,-142.89
2.09,3067.93,144.72,-150.89
-60.22,3255.68,78.18,-169.83
440.58,3086.47,33.92,-203.76
431.65,3459.4,101.89,-114.62
519.95,3374.82,149.24,-211.54
224.18,3075.49,-7.63,-246.87
235.18,2931.04,91.39,-162.67
300.51,3083.77,157.66,-146.26
290.19,3189.83,18.42,-217.19
242.68,3127.34,70.32,-176.74
278.41,2609.88,172.17,-116.68
349.39,3001.68,79.64,-238.26
348.27,2813.39,45.57,-142.29
662.26,2931.74,170.61,-133.44
523.75,2842.07,169.24,-182.82
432.2,2702.01,32.49,-246.72
369.47,2745.8,97.05,-85.35
604.14,2784.97,140.46,-158.98
483.5,2714.86,50.45,-216.2
424.88,2710.68,101.59,-136.1
430.25,2520.11,227.29,-93.36
484.93,2639.85,112.63,-185.96
518.71,2580.91,72.11,-174.53
513.98,2527.33,224.33,-79.03
403.92,2403.88,150.06,-135.28
414.45,2361.66,64,-130.69
472.38,2374.07,186.49,-78.64
412.73,2282.5,246.15,-113.84
366.86,2020.37,74.81,-136.79
429.86,1920.18,115.18,-61.51
417.3,1690.25,248.68,-119.59
343.45,1343,139.6,-158.35
388.16,1087.04,73.77,-129.05
427.58,722.11,234.36,-25.09
362.65,375.99,193.82,-58.05
386.95,-5.16,70.69,-93.69
457.75,-20.01,146.94,-7.4
400.75,-73.28,217.62,3.31
357.74,-141.77,85.97,-77.41
432.01,-106.84,105.94,-32.52
443.13,-96.77,258.64,15.96
387.75,-155.54,98.65,-94.02
451.09,-117.21,-28.91,-122.06
511.03,-125.99,148.8,-57.48
451.04,-268.13,136.07,-123.89
469.79,-288.34,-9.74,-207.27
533.85,-284.87,68.17,-133.4
506.36,-367.47,126.78,-109.7
472.61,-423.41,-57.13,-196.18
537.66,-382.46,-37.22,-148.87
526.56,-419.08,107.46,-64.16
446.16,-496.03,9.85,-133.46
481.95,-439.05,-69.73,-118.22
511,-430.97,90.44,-6.5
422.62,-542.51,71.09,-48.49
413.14,-540.21,-74.25,-113.48
462.55,-500.39,22.84,-44.72
396.89,-556.7,90.59,-31.09
340.57,-611.81,-82.36,-141.97
404.52,-521.14,-56.08,-83.08
382.05,-549.95,67.7,-13.4
298.59,-628.83,-45.49,-99.68
329.81,-562.55,-122.92,-110.72
362.97,-530.63,29.9,3.75
280.88,-608.95,10.36,-72.04
268.69,-619.59,-133.36,-131.6
327.1,-547.08,-37.63,-33.52
274.67,-606.41,40.79,-7.35
225.38,-642.43,-117.99,-95.83
295.3,-572.15,-89.71,-58.48
268.21,-583.91,37.99,10.03
195.4,-641.47,-73.95,-65.26
226.47,-589.2,-165.36,-95.57
251.09,-547.47,-37.82,3.16
177.43,-620.33,-63.4,-39.47
174.07,-611.08,-216.77,-108.14
234.69,-525.32,-118.73,-24.97
182.08,-583.34,-37.19,-5.47
116.76,-624.7,-186.17,-103
168,-545.5,-155.89,-65.6
151.65,-547.95,-16.32,10.46
87.56,-618.84,-121.53,-64.64
118.3,-567.51,-182.78,-75.2
134.82,-550.3,-40.36,17.55
58.74,-617.95,-66.1,-24.01
51.68,-610.54,-208.37,-90.2
126.59,-532.2,-94.8,-1.13
86.25,-577.23,-16.92,31.74
39.28,-607.23,-159.19,-42.29
108.47,-531.08,-132.79,-17.56
67.67,-559.17,-14.95,23.36
-20.4,-613.78,-116.05,-64.77
22.04,-539.05,-188.18,-82.21
49.93,-511.92,-26.1,20.36
-40.4,-599.93,-56.47,-17.92
-9.45,-555.11,-189.59,-81.87
33.6,-497.75,-92.08,-9.65
-19.52,-549.76,-18.51,4.83
-54.45,-585.77,-164.13,-80.24
-4.04,-508.67,-147.14,-31.2
-19.27,-523.04,5.44,22.13
-95.12,-595.51,-102.73,-60.09
-56.93,-525.83,-177.5,-78.53
-21.65,-492.96,-19.6,27.37
-97.9,-564.84,-46.07,-18.05
-97.47,-553.68,-176.25,-85.37
-37.3,-473.43,-60.45,-3.74
-90.48,-517.46,6.23,19.71
-132.51,-533.47,-145.06,-81.12
-67.8,-453.21,-124.65,-38.78
-83.31,-479.52,17.85,33.34
-142.37,-545.32,-81.4,-36.63
-96.95,-476.9,-166.9,-51.8
-58.89,-436.52,-5.32,36.76
-150.27,-515.65,-34.23,-7.7
-149.12,-500.53,-161.61,-66.84
-95.05,-428.07,-59.36,4.99
-139.92,-487.91,14.31,24.86
-172.91,-519.73,-131.37,-70.35
-100.75,-421.79,-103.85,-25.99
-118.2,-440.95,25.87,30.63
-190.62,-497.35,-74.58,-52.3
-148.61,-440.4,-150.16,-64.77
-101.08,-403.87,6.98,33.51
-187.99,-475.34,-26.08,-14.68
-172.43,-442.21,-150.98,-63.68
-115.74,-372.01,-52.63,12.25
-163.41,-428.75,16.98,49.6
-206.28,-452.4,-139.2,-56.16
-146.25,-373.72,-115.69,-1.91
-170.98,-388.4,16.14,62.22
-213.29,-439.34,-85.92,-17.44
-162.24,-373.69,-161.75,-38.75
-133.43,-348.39,-7.01,61.61
-204.33,-430.91,-25.21,14.76
-193.05,-395.47,-148.9,-37.29
-135.92,-339.63,-45.59,36.31
-194.6,-387.34,17.01,42.32
-238.51,-406.65,-133.28,-59.09
-165.66,-334.44,-107.92,-14.8
-176.37,-345.95,23.56,52.5
-248.15,-408.08,-73.47,-28.71
-202.93,-360.66,-146.44,-49.29
-165.3,-323.61,2.43,46.23
-233.36,-397.02,-22.72,10.3
-236.25,-381.54,-155.39,-69.75
-171.44,-294.01,-53.99,16.67
-216.24,-367.89,21.53,34.6
-260.2,-392.33,-132.58,-62.99
-183.25,-303.72,-104.07,-20.75
-188.2,-316.18,33.23,39.56
-253.79,-388.56,-75.93,-31.58
-212.82,-332.6,-145.36,-70.93
-168,-291.5,11.24,41.36
-247.17,-372.93,-23.29,-8.6
-234.05,-348.94,-145.91,-65.48
-164.65,-275.15,-49.23,10.8
-222.02,-326.41,17.07,24.84
-261.16,-347.78,-128.25,-69.4
-194.69,-274.36,-107,-19.34
-214.27,-305.61,26.45,44.26
-263.57,-361.22,-68.43,-34.02
-210.96,-284.62,-149.66,-49.21
-182.25,-261.73,6.31,35.42
-244.28,-328.37,-14.06,-2.56
-248.59,-316.2,-145.53,-78.22
-189.28,-261.44,-48.08,-8.3
-220.61,-292.9,29.5,24.02
-253.41,-309.74,-127.54,-72.33
-192.81,-237.37,-99.12,-36.45
-201.26,-259.91,28.94,28.27
-265.73,-321.72,-64.49,-53.2
-210.93,-257.94,-140.75,-66.37
-191.07,-248.99,8.17,27.1
-253.44,-304.4,-11.11,-6.04
-237.61,-288.04,-144.34,-79.67
-183.03,-211.59,-43.45,3.52
-235.56,-270.86,28.52,25.94
-265.21,-303.11,-124.45,-74.16
-195.39,-230.56,-94.48,-22.97
-205.71,-246.71,39.4,50.53
-263.04,-297.83,-60.12,-31.93
-212.33,-229.73,-127.33,-54.34
-181.61,-200.07,16.8,44.9
-255.05,-289.39,-6.46,2.4
-250.96,-263.84,-141.82,-81.48
-190.5,-193.52,-41.54,-4.99
-231.07,-246.99,34.42,22.25
-269.41,-283.16,-120.56,-75.18
-206.24,-205.93,-101.12,-30.91
-214.54,-218.15,38.98,29.51
-281.46,-283.27,-53.95,-50.84
-221.75,-212.46,-140.61,-69.43
-173.54,-183.96,19.79,30.93
-248.21,-255.49,-5.91,-11.57
-257.74,-243.63,-144.63,-81.73
-181.1,-176.61,-44.85,2.8
-229.01,-225.04,36.36,26.27
-268.94,-255.58,-123.03,-81.64
-189.91,-166.97,-104.57,-46.65
-203.56,-187.29,29.67,24.92
-264.54,-254.47,-59.2,-49.96
-226,-195.93,-137.14,-67.16
-184,-162.36,11.72,31.62
-242.51,-234.61,-6.09,-4.11
-249.97,-238.69,-143.4,-73.07
-198.12,-175.49,-34.17,16.58
-247.46,-220.69,33.83,20.63
-263.74,-228.37,-124.43,-81.4
-192.31,-163.86,-97.12,-36.68
-197.08,-178.31,32.68,29.54
-272.39,-245.46,-60,-43.94
-240.75,-204.34,-147.64,-74.73
-191.85,-160.75,14.65,32.95
-269.08,-233.98,-9.65,-18.24
-254.24,-219.33,-135.94,-80.47
-188.52,-152.36,-32.72,1.11
-252.46,-209.65,36.32,11.54
-279.8,-242.93,-123.86,-85.76
-210.53,-155.78,-88.8,-33.95
-214.08,-155.71,53.34,42.09
-272.92,-222.51,-46.78,-42.78
-225.39,-167.52,-125.63,-69.19
-191.15,-139.14,26.78,21.47
-257.25,-214.27,3.49,-13.05
-260.53,-204.98,-131.64,-86.11
-218,-138.13,-38.42,-11.26
-239.3,-195.2,33.62,15.76
-253.41,-209.16,-113.34,-82.67
-198.22,-131.59,-85.09,-45.29
-204.89,-144.03,43.91,19.87
-277.89,-220.97,-54.07,-57.7
-236.36,-164.87,-142.48,-87.62
-187.47,-128.34,17.23,7.64
-259.3,-202.96,0.57,-23.6
-257.67,-195.28,-124.53,-85.56
-181.83,-120.57,-31.18,5.1
-232.06,-177.51,42.59,34.16
-266.53,-201.37,-92.98,-64.07
-185.33,-105.76,-59.14,-6.21
-193.86,-133.63,51.44,39.88
-275.4,-206.69,-61.03,-52.8
-220.51,-144.61,-130.71,-89.64
-188.32,-123.15,17.16,6.91
-248.2,-186.66,-2.93,-31.16
-255.1,-183.74,-129.09,-96.02
-201.33,-110.99,-43.12,-22.3
-217.62,-151.44,41.15,27.2
-270.17,-202.07,-114.98,-95.51
-185.98,-118.49,-94.39,-46.25
-200.77,-135.35,42.14,14.16
-275.13,-198.7,-50.72,-63.97
-223.99,-150.71,-118.76,-74.88
-174.31,-109.2,26.85,17.73
-235.48,-176.95,1.4,-23.09
-225.89,-147.41,-127.39,-90.14
-159.6,-73.95,-23.08,-3.16
-217.84,-156.88,50.44,9.75
-257.26,-183.74,-105.43,-83.04
-181.39,-97.04,-76.85,-50.3
-181.5,-102.66,62.83,27.6
-257.35,-178.23,-37.22,-52.11
-207.75,-119.61,-117,-71.66
-178.72,-79.85,34.77,18.71
-241.79,-153.05,12.3,-18.1
-225.05,-144.22,-121.66,-88.53
-156.34,-80.7,-26.72,-7.72
-201.83,-133.73,52.7,18.79
-239.4,-159.06,-101.67,-86.5
-180.44,-83.79,-73.35,-49.54
-180.58,-93.16,55.18,15.21
-250.09,-174.6,-28.42,-55.13
-209.57,-116.75,-118.95,-81.4
-118.65,-26.59,34.08,10.05
-203.26,-124.93,-2.86,-35.28
-178.06,-88.78,-124,-93.41
-113.74,-20.67,-34.93,-10.25
-158.69,-68.5,44.03,13.47
-191.21,-96.4,-101.89,-77.7
-139.74,-24.43,-83.86,-38.12
-152.34,-50.53,57.19,36.67
-220.15,-132.62,-40.73,-35.07
-174.95,-87.12,-127.96,-67.39
-138.47,-43.89,27.96,34.64
-210.57,-110.9,5.84,-0.47
-210.31,-102.55,-119.03,-65.74
-148.32,-39.53,-18.33,6.71
-182.11,-93.44,56.31,36.74
-240.02,-134.65,-107.97,-76.18
-158.64,-53.04,-79.65,-28.17
-165.01,-63.62,56.64,39.08
-233.38,-136,-44.83,-42.24
-182.68,-79.14,-130.26,-69.3
-141.06,-54.54,27.67,27.17
-216.54,-134.8,3.33,-12.57
-207.13,-107.28,-127.36,-78.7
-134.17,-26.5,-37.99,-4.9
-173.25,-83.39,44.15,18.81
-218.26,-125.53,-109.97,-83.91
-148.31,-43.11,-93.25,-44.53
-145.51,-60.59,43.26,22.5
-216.43,-140.73,-57.76,-59.99
-170.87,-80.33,-126.99,-84.94
-128.82,-43.9,27.59,10.52
-197.79,-119.88,-7.06,-35.07
-186.06,-98.33,-136.43,-89.12
-121.7,-31.46,-35.23,-14.91
-169.96,-90.2,37.4,12.42
-218.08,-121.39,-111.76,-94.44
-142.36,-49.27,-96.27,-53.96
-141.52,-60.2,36.07,19.68
-201.66,-130.01,-53.02,-49.18
-170.52,-77.03,-139.83,-83.96
-122.97,-26.53,14.9,12.67
-184.6,-103.4,4,-27.33
-184.22,-89.98,-133.68,-101.09
-114.79,-26.41,-32.55,-27.4
-162.5,-89.75,40.22,0.87
-201.21,-114.58,-100.06,-93.54
-139.2,-40.07,-87.73,-60.33
-137.47,-48.18,51.78,12.95
-206.15,-116.24,-52.91,-58.47
-158.76,-53.69,-130.94,-81.31
-115.94,-29.3,25.02,20.34
-187.06,-101.46,13.97,-19.8
-188.98,-90.6,-129.39,-92.73
-118.73,-23.67,-36.21,-9.92
-159.58,-102.17,40.47,23.17
-200.63,-115.6,-104.27,-77.08
-130.39,-27.64,-82.28,-50.75
-134.81,-37.32,45.81,22.12
-196.41,-100.5,-41.48,-49.11
-156.04,-53.78,-127.8,-81.11
-120.63,-16.83,24.73,11.66
-202.37,-103.79,1.19,-30.07
-188.55,-84.82,-133.78,-97.27
-114.21,-7.14,-36.79,-20.15
-168.4,-64.44,54.26,5.72
-279.14,-163.21,-111.73,-99.8
-143.06,-60.04,-82.55,-56.21
-88.69,-11.59,55.29,14.25
-168.91,-74.94,-41.18,-60.19
-136.49,-54.85,-132.89,-90.5
-109.36,-38.9,32.37,10.12
-226,-117.39,18.19,-14.95
-254.97,-183.55,-138.66,-105.67
-243.41,-218.27,-40.23,-13.91
-182.55,-120.1,59.02,21.77
-199.62,-145.56,-94.14,-80.87
-220.32,-31.79,-72.73,-50.32
-253.6,-145.6,54.35,24.8
-291.13,-307.83,-53.93,-70.99
-365.36,-460.46,-138.28,-89.59
-184.01,-98.22,38.32,26.7
-341.34,-123.86,12.2,-31.01
-454.54,-231.44,-147.29,-81.4
-390.1,-443.2,-62.9,-4.64
-615.14,-492.59,40.74,24.36
-593.39,-393.01,-108.5,-58.96
-53.93,566.32,-70.33,-6.01
-246.13,208.48,52.2,62.03
-231.25,243.58,-65.66,12.09
-164.77,417.16,-134.47,30.64
-352.18,117.96,17.11,194.99
60.46,685.88,26.4,200.13
34.47,711.88,-95.3,199.07
-204.55,457.79,11.5,352.51
-190.88,494.43,107.64,386.88
-357.17,471.44,-19.98,300.74
-217.39,785.94,14.45,320.97
-89.02,855.58,167.51,337.27
-374.71,677.53,110.12,196.24
-420.45,950.46,42,152.07
-14.12,1272.62,197.61,184.19
-274.39,1517.94,171.03,93.87
-194.92,1628.74,31.93,-31.81
-95.23,2193.99,152.94,15.79
-96.83,2349.8,229.43,-16.05
-12.49,2694.82,96.78,-157.32
-88.41,3081.53,87.69,-117.58
-111.95,3467.53,236.82,-86.37
-82.54,3496.91,159.62,-148.32
-23.98,3738.57,61.35,-156.57
35.38,3723.46,209.94,-73.2
-121.17,3535.11,160.25,-99.26
-290.03,3323.05,14.2,-156.87
-88.38,3429.3,101.36,-71.92
-98.99,3308.17,151.65,-89.84
-110.69,3189.52,-0.12,-174.76
-94.93,3250.01,21.01,-130.81
-138.1,3137.52,136.64,-92.05
-284.1,2924.31,42.32,-170.49
-131.17,2721.89,-36.27,-178.1
-75.44,2732.55,127.77,-67.42
-216.46,2553.41,103.47,-122.16
-193.88,2435.04,-39.85,-174.17
-119.86,2365.02,56.06,-97.75
-124,2256.89,126.47,-79.35
-145.97,2121.82,-26,-171.65
-63.83,2121.02,-1.86,-101.41
-68.21,2080.82,128.24,-70.04
-153.11,1949.16,40.33,-147.96
-115.89,1881.59,-57.48,-143.72
-46.84,1781.39,75.07,-32.75
-78.9,1236.25,94.97,-106.02
-64.66,916.14,-58.34,-146.37
11.1,820.12,26.99,-55.43
-28.61,658.79,138.68,-38.5
-57.97,408.4,-19.86,-113.86
41.59,332.42,-16.16,-55.21
63.1,252.8,124.78,12.12
-20.59,54.2,37.92,-58.94
7.32,5.43,-69.08,-71.53
105.5,73.57,94.77,30
74.35,41.45,105.27,-8.43
76.83,23.61,-41.23,-70.49
136.82,60.41,26.38,1.51
97.88,-39.08,125.83,11.98
69.74,-114.76,-24.21,-91.18
133.92,-77.97,-16.93,-50.76
147.13,-122.74,126.32,4.86
76.75,-320.12,25.65,-68.33
121.93,-402.13,-63.41,-81.31
186.23,-424.05,103.52,19.29
121.04,-572.73,105.83,-21.19
130.14,-675.81,-37.55,-67.67
199.67,-659.81,41.56,17.87
156.16,-752.6,122.07,42.97
114.02,-821.64,-30.4,-42.11
185.51,-772.42,-11.59,1.48
193.84,-785.74,132.01,74.49
130.89,-839.38,29.52,-7.91
170.52,-789.57,-81.13,-34.62
211.88,-741.3,71.4,59.34
141.71,-815.96,61.98,15.73
138.12,-788.85,-105.76,-67.58
211.37,-730.47,-10.64,5.95
174.67,-783.39,89,20.98
132.86,-810.62,-74.22,-94.86
197.38,-728.55,-67.48,-56.06
196.77,-734.68,68.12,16.92
134.36,-792.85,-25.87,-54.31
166.32,-738.01,-129.43,-91.36
218.28,-682.09,20.34,7.44
136.22,-743.03,3.85,-41.78
138.15,-726.24,-153.88,-114.62
203.67,-668.92,-70.29,-49.02
155.8,-712.2,28.13,-17.15
103.94,-745.86,-122,-105.78
167.19,-669.89,-117.4,-60.64
160.5,-670.71,24.95,24.66
92.09,-733.47,-75.7,-46.64
126.07,-677.22,-162.81,-83.5
161.67,-623.93,-13.89,14.53
79.89,-700.28,-40.25,-26.68
73.76,-696.72,-188.29,-90.05
140.11,-620.37,-103.56,-34.15
97.28,-656.45,-9.79,-5.48
45.75,-682.89,-174.83,-99.96
112.53,-616.8,-169.32,-40
103.45,-635.03,-30.66,-6.6
38.48,-692.83,-125.62,-86.64
73.44,-639.22,-211.69,-114.52
116.87,-577.76,-47.51,4.72
46.6,-645.31,-59.25,-38.2
32.15,-636.44,-207.65,-111.82
106.39,-550.65,-106.32,-31.71
59.48,-604.14,-13.06,4.21
6.41,-634.67,-169.24,-103.77
71.43,-555.22,-157.6,-69.23
64.67,-550.75,-10.95,8.6
-3.06,-618.25,-108.15,-56.48
37.54,-557.7,-192.38,-91.54
78.23,-511.08,-37.27,3.48
-1.95,-577.7,-52.24,-25.67
-10.32,-574.82,-196.64,-78.72
56.37,-497.83,-102.8,-19.81
6.16,-544.06,-17.81,-13.88
-34.26,-574.98,-153.68,-103.82
19.4,-496.42,-148.68,-70
23.98,-491.61,-0.79,8.07
-54.58,-556.44,-104.32,-65.04
-8.83,-498.48,-185.08,-94.24
26.37,-458.15,-24.09,9.13
-49.23,-528.09,-43.46,-37.05
-39.82,-516.17,-187.77,-111.08
25.45,-442.17,-97.91,-38.06
-22.96,-494.14,-3.74,-12.27
-64.77,-522.36,-149.04,-105.68
-0.58,-439.2,-143.16,-73.55
-10.25,-446.08,4.66,4.16
-79.45,-519.39,-82.81,-73.36
-34.14,-476.57,-182.31,-98.43
16.89,-428.22,-21.89,6.38
-61.48,-496.58,-27.52,-27.7
-67.32,-482.7,-172.56,-110.2
-6.19,-416.95,-90.77,-35.25
-51.15,-465.32,1.69,2.99
-90.76,-499.21,-147.54,-94.44
-30.25,-417.98,-140.25,-57.02
-28.93,-411.79,10.05,15.38
-100.74,-487.57,-87.7,-61.18
-56.2,-434.05,-184.39,-93.1
-14.37,-383.67,-21.02,5.16
-94.18,-460.6,-36.75,-35.5
-98.77,-438.4,-177.35,-110.16
-32.17,-362,-87.48,-32.93
-72.24,-420.39,8.68,-0.43
-108.45,-454.35,-144.29,-107.41
-46.67,-370.93,-134,-71.28
-44.48,-397.38,5.62,4.94
-110.44,-444.8,-78.58,-57.56
-72.59,-374.98,-166.86,-91.32
-40.52,-347.18,-25.52,4.75
-101.71,-410.45,-26.87,-23.73
-108.24,-402.2,-168.27,-113.21
-52.8,-349.41,-90.32,-38.01
-93.26,-390.62,9.3,-3.75
-137.85,-417.75,-140.99,-96.28
-79.55,-340.99,-133.59,-65.73
-65.96,-346.25,7.54,8.4
-124.83,-407.63,-70.53,-53.22
-100.52,-367.77,-174.61,-95.84
-58.9,-323.75,-14.7,2.78
-131.09,-398.19,-38.91,-35.14
-127.9,-384.15,-162.22,-98.57
-62.78,-307.73,-72.09,-37.75
-104.21,-354.68,18.88,-5.42
-160.39,-400.77,-128.64,-101.04
-102.61,-326.27,-127.21,-70.83
-73.15,-294.21,19.24,0.26
-148.8,-368.64,-71.72,-74.17
-98.35,-316.52,-162.02,-102.31
-54.7,-271.2,-1.81,10.96
-125.41,-347.32,-3.88,-12.09
-133.44,-337.5,-147.14,-83.97
-77.63,-263.85,-59.83,-16.36
-124.2,-326.52,23.58,-6.42
-165.44,-359.01,-136.56,-103.05
-117.78,-289.68,-133.99,-74.96
-101.81,-284.15,21.12,6.35
-152.31,-344.44,-55.94,-50.66
-128.53,-295.1,-164,-101.65
-75.05,-244.18,-7.39,-4.26
-143.83,-313.78,-8.85,-27.11
-154.77,-305.69,-154,-98.01
-96.15,-236.56,-65.04,-33.86
-133.65,-285.59,24.45,1.61
-169.54,-313.77,-128.34,-93.68
-100.47,-245.74,-126.72,-68.93
-98.68,-256,18.69,3.77
-160.14,-312.56,-61.73,-60.55
-126.4,-268.54,-158.81,-98.08
-81.87,-212.62,3.6,-0.5
-152.65,-297.19,-8.77,-32.56
-155.26,-286.35,-154.04,-103.71
-82.9,-211.19,-60.9,-33.69
-132.52,-265.39,26.32,-7.88
-180.06,-308.86,-121.92,-101.99
-113.08,-224.55,-114.99,-60.61
-102.96,-211.82,33.43,21.93
-162.55,-290.92,-58.49,-52.87
-120.44,-237.34,-150.25,-82.63
-81.51,-196.55,3.19,10.05
-154.56,-271.4,-4.51,-24.03
-167.02,-268.54,-152.01,-109.79
-84.69,-186.17,-56.95,-27.7
-123.26,-229.13,40.82,7.49
-167.32,-269.79,-112.38,-87.93
-94.41,-194.65,-109.37,-60.7
-102.11,-195.09,34.54,15.69
-172.88,-263.25,-54.16,-47.77
-132.06,-207.51,-147.9,-75.72
-74.93,-153,13.26,36.71
-147.42,-237.67,-2.71,3.23
-148.66,-235.19,-138.92,-66.91
-88.53,-170.76,-55.2,-1.06
-121.03,-211.83,44.02,32.46
-172.18,-246.9,-108.91,-64.3
-95.78,-163.42,-101.59,-19.77
-93.36,-165.55,42.93,58.18
-162.78,-231.84,-48.5,-47.21
-128.18,-173.74,-137.02,-70.64
-77.84,-130.12,16.7,23.81
-145,-208.7,8.03,-8.39
-134.37,-191.89,-133,-81.15
-66.06,-124.02,-46.35,-14.26
-117.12,-185.8,44.22,18.52
-167.57,-219.31,-108.71,-77.27
-103.52,-141.82,-107.1,-47.47
-88.69,-143.04,33.14,28.82
-180.6,-217.07,-49.99,-43.42
-134,-175.16,-138.43,-73.4
-74.58,-137.99,9.09,22.43
-149.21,-217.81,14.5,-8.89
-164.34,-209.62,-136.95,-88.54
-107.25,-141.61,-50.1,-26.82
-119.18,-168.82,42,4.21
-147.85,-195.82,-107.53,-93.18
-84.85,-117.3,-97.46,-54.34
-88.84,-127.27,41.92,8.53
-145.25,-187.17,-34.38,-54.48
-120.81,-155.91,-138.09,-91.96
-74.85,-104.16,13.04,14.6
-141.97,-185.99,8.64,-24.69
-150.59,-184.88,-139.78,-105.48
-80.55,-126.61,-59.68,-32.47
-118.72,-166.85,44.98,14.41
-165.9,-207.48,-105.91,-83.13
-104.27,-126.48,-105.4,-49.94
-98.57,-129.94,48.65,28.53
-172.95,-212.85,-45.79,-52.52
-122.15,-153.27,-135.75,-83.99
-91.68,-114.72,9.43,7.85
-157,-197.5,4.21,-25.72
-152.9,-176.74,-138.33,-99.33
-92.03,-111.41,-50.57,-28.45
-125.08,-153.59,39.81,5.11
-187.75,-208.9,-109.05,-86.93
-107.65,-120.07,-98.04,-49.55
-109.59,-135.22,49.59,24.19
-178.91,-224.78,-49.96,-52.09
-128.38,-147.19,-140.52,-88.36
-71.74,-87.37,17.89,18.74
-152.01,-157.67,10.88,-15.81
-154.54,-157.62,-137.27,-94.35
-80.3,-94.51,-50.49,-20.37
-125.36,-149.94,49.66,21.34
-176.19,-190.99,-94.03,-73.05
-107.81,-118.58,-92.9,-54.34
-116.69,-122.9,46.59,14.63
-185.37,-195.07,-37.91,-58.74
-142.08,-143.11,-131.99,-91.59
-96.06,-96.65,13.22,6.23
-147.41,-163.73,13.84,-18.68
-168.62,-163.41,-131.02,-96.03
-94.8,-85.32,-38.03,-13.82
-137.67,-143.55,52.86,10.12
-193.98,-190.38,-105.68,-101.62
-117.32,-100.87,-95.16,-59.69
-112.23,-95.69,50.99,17.24
-168.12,-166.63,-42.24,-48.17
-141.12,-122.34,-128.88,-93.84
-76.59,-74.41,24.43,10.11
-149.94,-153.02,18.18,-18.3
-157.71,-140.62,-127.69,-94.86
-94.25,-74.1,-46.52,-31.1
-133.45,-122.58,51.82,5.97
-170.03,-157.76,-101.29,-87.66
-112.17,-81.96,-104.01,-66.15
-109.62,-88.25,49.83,15.93
-177.4,-158.93,-35.55,-52.23
-138.65,-109.3,-134.79,-86.17
-91.78,-67.58,16.18,13.03
-155.73,-136.09,12.24,-17.26
-171.29,-131.68,-127.29,-97.43
-90.16,-53.26,-37.26,-22
-125.37,-102.43,58.32,14.4
-166.15,-147.71,-90.19,-80.17
-116.79,-86.55,-99.05,-62.77
-118.43,-76.69,43.03,11.77
-178.2,-144.61,-39.19,-63.13
-136.75,-101.17,-128.92,-90.21
-88.17,-47.95,20.23,8.62
-150.65,-126.61,17.33,-33.32
